title,roaster,score,Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,With Milk,Acidity
Espresso Havana,Paradise Roasters,93,"Minneapolis, Minnesota",Indonesia; Ethiopia,Medium,47/63,$18.95/12 ounces,January 2021,9,,8,9,8,9,
Thailand Robusta Panid Choosit Espresso,Paradise Roasters,91,"Minneapolis, Minnesota","Tha Sae, Chumphon, Thailand",Medium,48/62,$16.95/12 ounces,January 2021,8,,8,9,7,9,
Kenya Nyeri Muchoki Estate AA,Kakalove Cafe,94,"Chia-Yi, Taiwan","Nyeri growing region, south-central Kenya",Light,62/80,NT $350/8 ounces,January 2021,9,9,9,9,8,,
Thailand Robusta Panid Choosit,Paradise Roasters,90,"Minneapolis, Minnesota","Tha Sae, Chumphon, Thailand",Medium-Light,56/70,$16.95/12 ounces,January 2021,8,8,8,9,7,,
Ethiopia Uraga Dambi Uddo Wet-Fermented,Kakalove Cafe,93,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,60/76,NT $300/8 ounces,January 2021,9,9,8,9,8,,
Guatemala Sierra Roja Geisha,GK Coffee,93,"Yilan, Taiwan","San Cristobal Acasaguastlán, El Progreso Department, Guatemala",Light,62/80,"NT $1,000/200 grams",January 2021,9,9,8,9,8,,
Ethiopia Yirgacheffe Dumerso G1 Natural,RamsHead Coffee Roasters,94,"Bozeman, Montana","Yirgacheffe growing region, southern Ethiopia",Medium-Light,57/73,$18.95/12 ounces,January 2021,9,9,9,9,8,,
Guatemala Acetenango Gesha Lot 2,RamsHead Coffee Roasters,93,"Bozeman, Montana","Acatenango, Guatemala",Medium-Light,58/76,$29.95/12 ounces,January 2021,9,9,8,9,8,,
Guatemala Santa Felisa Solar Eclipse Gesha Natural,Euphora Coffee,94,"Taipei, Taiwan","Acatenango growing region, Guatemala",Light,64/80,NT $620/4 ounces,January 2021,9,9,9,9,8,,
Costa Rica Las Lajas Red Honey,Durango Coffee Company,93,"Durango, Colorado","Sabanilla de Alajuela, Costa Rica",Medium-Light,54/70,$15.95/12 ounces,January 2021,9,8,9,9,8,,
Papua New Guinea Kenta,Revel Coffee,92,"Billings, Montana","Western Highlands Province, Papua New Guinea",Medium-Light,58/78,$17.75/12 ounces,January 2021,8,8,9,9,8,,
Ethiopia Cup of Excellence Guji Natural,Paradise Roasters,95,"Minneapolis, Minnesota","West Guji Zone, Hambela Wamena Woreda, Ethiopia",Light,68/90,$19.95/4 ounces,December 2020,9,9,9,9,9,,
Ethiopia Guji Laayyoo Natural,Paradise Roasters,94,"Minneapolis, Minnesota","Guji Zone, southern Ethiopia",Light,64/82,$24.95/12 ounces,December 2020,9,9,9,9,8,,
Hawai’i Ka’u Champagne Natural,Paradise Roasters,93,"Minneapolis, Minnesota","Ka’u growing region, Big Island of Hawai’i",Medium-Light,60/78,$19.95/4 ounces,December 2020,9,9,8,9,8,,
Thailand Omkoi Sopa’s Estate,Paradise Roasters,93,"Minneapolis, Minnesota","Omkoi District, Chiang Mai Province, Thailand",Light,64/82,$29.95/12 ounces,December 2020,9,9,8,9,8,,
Jose Cienfuegos Mexico,JBC Coffee Roasters,92,"Madison, Wisconsin","Veracruz, Mexico",Medium-Light,58/76,$16.00/12 ounces,December 2020,9,8,8,9,8,,
Ethiopia Natural Yirgacheffe Gr.1 Cleopatra,Simon Hsieh Aroma Roast Coffees,95,"Taoyuan, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium,47/73,NT $1100/8 ounces,December 2020,9,,9,9,9,9,
Taiwan Alishan Zhou-Zhu-Yuan Farm Estate Reserve Washed,Simon Hsieh Aroma Roast Coffees,94,"Taoyuan, Taiwan","Alishan, Taiwan",Medium,46/64,NT $1100/8 ounces,December 2020,9,,9,9,8,9,
Sumatra Mutu Batak,Jackrabbit Java,93,"Thermopolis, Wyoming","Lintong growing region, North Sumatra Province, Indonesia",Light,555/73,$14.00/12 ounces,December 2020,9,8,9,9,8,,
Peru Chacra Don Dago,SkyTop Coffee,92,"Manlius, New York","Villa Rica, Oxampampa, Pasco Department, Peru",Medium-Light,54/72,$15.00/12 ounces,December 2020,9,8,9,9,7,,
Dharma Espresso Blend,Temple Coffee Roasters,92,"Sacramento, California",Brazil; Ethiopia; Costa Rica,Medium,44/70,$16.50/12 ounces,December 2020,8,,8,9,8,9,
Colombia Planadas,SkyTop Coffee,92,"Manlius, New York","Tolima Department, Colombia",Medium-Light,52/70,$15.00/12 ounces,December 2020,9,8,8,9,8,,
Umoja Organic Red Bourbon,Equiano Coffee,93,"Eugene, Oregon","South Kivu Province, Democratic Republic of the Congo",Light,64/80,$24.00/16 ounces,November 2020,9,9,8,9,8,,
Ethiopia Guji Chembi,Vennel Coffee,95,"Keelung, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/76,NT $450/227 grams,November 2020,9,9,9,9,9,,
Kona Red Bourbon Anaerobic Washed Uluwehi Farm,Paradise Roasters,95,"Minneapolis, Minnesota","Holualoa, Kona, Big Island of Hawai’i",Medium-Light,58/74,$29.95/4 ounces,November 2020,9,9,9,9,9,,
Kona Lactic Natural Black Rock Farm,Paradise Roasters,93,"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium-Light,59/73,$24.95/4 ounces,November 2020,9,8,9,9,8,,
Ka’u Yellow Caturra Anaerobic Natural,Paradise Roasters,93,"Minneapolis, Minnesota","Ka’u growing region, Big Island of Hawai’i",Medium-Light,58/77,$24.95/12 ounces,November 2020,9,9,8,9,8,,
Coffea Diversa Yellow Dalle Honey,Paradise Roasters,92,"Minneapolis, Minnesota","Suchitan, Guatemala",Light,64/82,$19.95/4 ounces,November 2020,9,8,8,9,8,,
Panama Abu Natural ASD Geisha BOP GN11,Kakalove Cafe,96,"Chia-Yi, Taiwan","Boquete growing region, western Panama",Medium-Light,58/76,NT $1200/4 ounces,November 2020,9,9,9,10,9,,
Ethiopia Kochere Boji,Lexington Coffee Roasters,95,"Lexington, Virginia","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/77,$19.95/12 ounces,November 2020,9,9,9,9,9,,
Panama Finca Minerva-Mirage Pacamara BOP PAC04,Kakalove Cafe,95,"Chia-Yi, Taiwan","Boquete growing region, western Panama",Medium-Light,46/76,NT $600/4 ounces,November 2020,9,9,9,9,9,,
Tanzania Shimiligwanda,Lexington Coffee Roasters,94,"Lexington, Virginia","Songwe Region, southwestern Tanzania",Light,62/80,$17.95/12 ounces,November 2020,9,9,9,9,8,,
Costa Rica Naranjo Cattleya,Lexington Coffee Roasters,93,"Lexington, Virginia","Naranjo, Central Valley, Costa Rica",Medium-Light,60/76,$19.95/12 ounces,November 2020,9,8,9,9,8,,
Ethiopia Natural Guji Blue-Donkey 2020,Kakalove Cafe,95,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,59/77,NT $325/8 ounces,November 2020,9,9,9,9,9,,
Colombia FUDAM Nariño,Lexington Coffee Roasters,92,"Lexington, Virginia","Nariño Department, southern Colombia",Medium-Light,58/76,$18.95/12 ounces,November 2020,9,8,8,9,8,,
Kenya Washed Peaberry Rnyeusi,Kakalove Cafe,94,"Chia-Yi, Taiwan","Central Province, Kenya",Medium-Light,52/74,NT $325/8 ounces,November 2020,9,9,9,9,8,,
Ethiopia COE 2nd place Washed Sidamo Rumudamo,Kakalove Cafe,94,"Chia-Yi, Taiwan","Arbegona, Sidama (also Sidamo) growing region, south-central Ethiopia",Medium-Light,60/78,NT $350/20 grams,November 2020,9,9,9,9,8,,
Ethiopia Yirgacheffe Natural Haru Suke G1,Kakalove Cafe,94,"Chia-Yi, Taiwan","Gedeo, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,60/80,NT $310/8 ounces,November 2020,9,9,9,9,8,,
Finca Sophia Gesha Washed,Equator Coffees,98,"San Rafael, California","Nueva Suiza, Chiriquí, Panama",Medium-Light,58/76,$50.00/4 ounces,November 2020,10,10,9,10,9,,
Ardent Ethiopia Natural,JBC Coffee Roasters,97,"Madison, Wisconsin","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,57/77,$35.00/8 ounces,November 2020,10,9,9,10,9,,
Kona Mocca®,Hula Daddy Kona Coffee,96,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,52/70,$74.95/8 ounces,November 2020,10,9,9,10,8,,
Holiday Coffee,Hula Daddy Kona Coffee,94,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,54/74,$39.95/8 ounces,November 2020,9,9,9,9,8,,
La Union,JBC Coffee Roasters,93,"Madison, Wisconsin","Nariño Department, southern Colombia",Medium-Light,56/78,$15.80/12 ounces,November 2020,9,8,9,9,8,,
Kaguyu,JBC Coffee Roasters,93,"Madison, Wisconsin","Kirinyaga, Kenya",Medium-Light,60/78,$22.00/12 ounces,November 2020,9,8,9,9,8,,
Halo Hartume,JBC Coffee Roasters,93,"Madison, Wisconsin","Gedeb District, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,58/80,$18.00/12 ounces,November 2020,9,9,8,9,8,,
Kenya AA Ares Phoenix Special,Simon Hsieh’s Aroma Roast Coffees,96,"Taoyuan, Taiwan","Nyeri growing region, south-central Kenya",Medium,44/60,NT $900/8 ounces,November 2020,9,,9,9,9,10,
GW01 Finca Sophia Olympus Geisha,GK Coffee,98,"Yilan, Taiwan","Nueva Suiza, Chiriquí, Panama",Medium-Light,58/76,"NT $5,000/20 grams",November 2020,10,10,9,10,9,,
La Esperanza Colombian Natural X.O.,Durango Coffee Company,94,"Durango, Colorado","Valle de Cauca, Colombia",Medium-Light,54/70,$16.95/12 ounces,October 2020,9,9,9,9,8,,
Taiwan Geisha Honey,Paradise Roasters,94,"Minneapolis, Minnesota","Alishan, Taiwan",Light,62/80,$64.95/4 ounces,October 2020,9,9,9,9,8,,
Hacienda La Esmeralda Buenos Aires Geisha Natural,PT's Coffee Roasting Co.,95,"Topeka, Kansas","Jaramillo, Panama",Medium-Light,54/70,$65.00/8 ounces,October 2020,9,9,9,9,9,,
Sidama Extreme Papilio Washed,Pro Aroma Enterprise Coffee,94,"Taichung City, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,59/74,$25.00/12 ounces,October 2020,9,9,9,9,8,,
Sidama Extreme Papilio Natural,Pro Aroma Enterprise Coffee,93,"Taichung City, Taiwan","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,52/72,$25.00/12 ounces,October 2020,9,8,9,9,8,,
Ethiopia Natural Guji D Minor Special Lot,Kakalove Cafe,97,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,60/76,NT $400/8 ounces,October 2020,10,9,9,10,9,,
2020 Savage Auction Deborah Carbonic-Macerated Natural Geisha,Kakalove Cafe,94,"Chia-Yi, Taiwan","Chiriqui, Boquete growing region, western Panama",Medium-Light,58/74,NT $750/4 ounces,October 2020,9,9,9,9,8,,
Ethiopia Guji 1 Natural Hambela Lot 215,SkyTop Coffee,93,"Manlius, New York","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,60/74,$18.00/12 ounces,October 2020,9,8,9,9,8,,
Honduras Sergio Romero Single-Origin Espresso,Temple Coffee Roasters,92,"Sacramento, California","Corquin, Honduras",Medium,51/69,$19.00/12 ounces,October 2020,8,,8,9,8,9,
Kenya Giakanja,Temple Coffee Roasters,92,"Sacramento, California","Nyeri County, Kenya",Medium-Light,55/72,$23.50/12 ounces,October 2020,9,8,8,9,8,,
Ethiopia Yirgacheffe G1 Natural Asfaw Maru,RamsHead Coffee Roasters,94,"Bozeman, Montana","Yirgacheffe growing region, southern Ethiopia",Medium-Light,52/70,$16.95/12 ounces,October 2020,9,9,9,9,8,,
Costa Rica Termico,RamsHead Coffee Roasters,92,"Bozeman, Montana","Tarrazu growing region, Costa Rica",Medium-Light,54/72,$22.95/12 ounces,October 2020,9,8,8,9,8,,
Coffea Diversa Rume Sudan Winey,Paradise Roasters,95,"Minneapolis, Minnesota","Suchitan, Guatemala",Light,64/84,$19.95/4 ounces,October 2020,9,9,9,9,9,,
Hawai’i Puna Anaerobic Washed,Paradise Roasters,94,"Minneapolis, Minnesota","Puna growing region, Big Island of Hawai’i",Medium-Light,58/76,$19.95/4 ounces,October 2020,9,9,9,9,8,,
Ethiopia Natural Guji Kercha Lot Riverside,Kakalove Cafe,94,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/78,NT $275/8 ounces,October 2020,9,9,9,9,8,,
Costa Rica Yellow Honey Lot Kinka Bear,Kakalove Cafe,94,"Chia-Yi, Taiwan",Costa Rica,Medium-Light,52/70,NT $250/8 ounces,October 2020,9,,9,9,8,9,
San Diego Natural,JBC Coffee Roasters,95,"Madison, Wisconsin","Tarrazu, Costa Rica",Medium-Light,55/75,$17.90/12 ounces,October 2020,9,9,9,9,9,,
Buna Boka #1,JBC Coffee Roasters,94,"Madison, Wisconsin","idamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,60/78,$18.75/12 ounces,October 2020,9,9,9,9,8,,
El Jardin,JBC Coffee Roasters,94,"Madison, Wisconsin","Antioquia, Colombia",Medium-Light,58/74,$28.00/8 ounces,October 2020,9,9,9,9,8,,
Ethiopia Shantawene,Jaunt Coffee Roasters,92,"San Diego, California","Sidama (also Sidamo) growing region, southern Ethiopia",Light,62/80,$22.00/12 ounces,October 2020,9,8,8,9,8,,
Monte Alban,JBC Coffee Roasters,92,"Madison, Wisconsin","Oaxaca, Mexico",Medium-Light,54/72,$20.00/12 ounces,October 2020,9,8,8,9,8,,
Colombia Antioqiua,Jaunt Coffee Roasters,91,"San Diego, California","Antioquia, Colombia",Medium-Light,56/76,$23.00/12 ounces,October 2020,8,8,8,9,8,,
Colombia Tolima,Jaunt Coffee Roasters,90,"San Diego, California","Tolima, Colombia",Medium-Light,54/72,$32.00/8 ounces,October 2020,8,8,8,8,8,,
Kenya Wachuri,Equator Coffees,95,"San Rafael, California","Nyeri growing region, south-central Kenya",Medium,48/66,$22.00/12 ounces,October 2020,9,9,8,10,9,,
Kenya Kiambu Maua Lot AB,Kakalove Cafe,94,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium-Light,60/78,NT $325/8 ounces,October 2020,9,9,9,9,8,,
Kenya Thunguri AA,Klatch Coffee,94,"Los Angeles, California","Kirinyaga District, south-central Kenya",Medium-Light,58/80,$21.95/12 ounces,October 2020,9,9,9,9,8,,
Ethiopia Banko Gotiti,PT's Coffee Roasting Co.,94,"Topeka, Kansas","Kochere, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,60/78,$19.50/12 ounces,October 2020,9,9,9,9,8,,
Laura’s Reserve SL34,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai'i",Medium-Light,60/78,$62.95/8 ounces,October 2020,9,9,9,9,9,,
Kona Pumpkin Spice Anaerobic,Paradise Roasters,93,"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium-Light,58/76,$24.95/4 ounces,September 2020,9,8,9,9,8,,
Thailand Doi Pangkhon Dark Roast,Paradise Roasters,92,"Minneapolis, Minnesota","Doi Pangkhon, Thailand",Medium,49/63,$18.95/12 ounces,September 2020,9,8,8,9,8,,
Ethiopia Reko Yirgacheffe,Temple Coffee Roasters,94,"Sacramento, California","Yirgacheffe growing region, Ethiopia",Medium-Light,60/76,$20.50/12 ounces,September 2020,9,9,9,9,8,,
Honduras Buenos Aires,Temple Coffee Roasters,92,"Sacramento, California","Buenos Aires, Comayagua, Honduras",Medium-Light,58/74,$19.00/12 ounces,September 2020,9,8,8,9,8,,
Nicaragua El Poste Pacamara,Paradise Roasters,92,"Minneapolis, Minnesota","Nueva Segovia, Nicaragua",Medium-Light,62/76,$12.95/6 ounces,September 2020,9,8,8,9,8,,
Hawai’i Kilauea Volcano Yeast Fermentation Washed,Paradise Roasters,96,"Minneapolis, Minnesota","Puna, Big Island of Hawai’i",Medium-Light,58/76,$29.95/4 ounces,September 2020,9,9,9,10,9,,
Kona Pink Honey Black Rock Farm,Paradise Roasters,94,"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium-Light,58/78,$24.95/4 ounces,September 2020,9,9,9,9,8,,
Ethiopia Kayon Mountain,Lexington Coffee Roasters,94,"Lexington, Virginia","Odo Shakiso District, Guji Zone, southern Ethiopia",Medium-Light,60/78,$19.95/12 ounces,September 2020,9,9,9,9,8,,
Blue Ridge Blend,Lexington Coffee Roasters,91,"Lexington, Virginia",Not disclosed,Medium,46/60,$13.95/12 ounces,September 2020,8,8,8,9,8,,
Benti Nenqa #209 Ethiopia,JBC Coffee Roasters,94,"Madison, Wisconsin","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,60/78,$18.75/12 ounces,September 2020,9,9,9,9,8,,
Andi Sumatra,JBC Coffee Roasters,92,"Madison, Wisconsin","Aceh, Sumatra",Medium-Light,58/76,$19.50/12 ounces,September 2020,8,8,9,9,8,,
Las Gravilias Costa Rica,JBC Coffee Roasters,91,"Madison, Wisconsin","Canton de Desamparados, San Jose, Costa Rica",Medium-Light,62/76,$17.50/12 ounces,September 2020,8,8,8,9,8,,
Nicaragua La Huella Catuaí,David's Nose,93,"Taipei, Taiwan","Matagalpa, Nicaragua",Light,62/80,NT $500/16 ounces,September 2020,9,8,9,9,8,,
El Salvador Santa Elena Pacamara,GK Coffee,94,"Yilan, Taiwan","Chalatenango, El Salvador",Medium-Light,54/70,NT $500/200 grams,September 2020,9,9,9,9,8,,
El Salvador Finca Kilimanjaro,Equator Coffees,92,"San Rafael, California","Santa Ana Department, El Salvador",Medium,50/68,$24.00/8 ounces,September 2020,9,8,8,9,8,,
Guatemala El Plan Rosma,Corvus Coffee Roasters,93,"Denver, Colorado","Huehuetenango Department, Guatemala",Medium-Light,60/76,$21.00/12 ounces,September 2020,9,9,8,9,8,,
Ethiopia Sheka Kawo Kamina Natural,Paradise Roasters,95,"Minneapolis, Minnesota","Illubabor Zone, Oromia Region, Ethiopia",Medium-Light,58/72,$24.95/12 ounces,September 2020,9,9,9,9,9,,
Black Swan Blend,Kakalove Cafe,94,"Chia-Yi, Taiwan",Colombia; Guatemala; Ethiopia,Medium-Light,54/70,NT $260/8 ounces,September 2020,9,,9,9,8,9,
Kona Champagne Natural Black Rock Farm,Paradise Roasters,93,"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Light,62/80,$24.95/12 ounces,September 2020,9,9,8,9,8,,
Guatemala Washed El General Lot SummerEnd 2020,Kakalove Cafe,93,"Chia-Yi, Taiwan","Acatenango growing region, central Guatemala",Medium-Light,52/70,NT $200/8 ounces,September 2020,9,,8,9,8,9,
Crescent Blend,Kakalove Cafe,92,"Chia-Yi, Taiwan",Ethiopia; Nicaragua; Guatemala,Medium,47/62,NT $330/16 ounces,September 2020,9,,8,8,9,8,
Costa Rica Perla Negra,Durango Coffee Company,92,"Durango, Colorado","Sabanilla de Alajuela growing region, Costa Rica",Medium,52/68,$16.95/12 ounces,September 2020,9,8,8,9,8,,
Karani Kenya,JBC Coffee Roasters,95,"Madison, Wisconsin","Kirinyaga, Kenya",Medium-Light,56/74,$21.00/12 ounces,August 2020,9,9,9,9,9,,
Miraflores Colombia,JBC Coffee Roasters,95,"Madison, Wisconsin","Sevilla, San Augustin, Huila, Colombia",Medium-Light,58/78,$22.00/12 ounces,August 2020,9,9,9,9,9,,
Kenya Gicherori,Temple Coffee Roasters,94,"Sacramento, California","Embu, Kenya",Medium-Light,58/78,$23.50/12 ounces,August 2020,9,9,9,9,8,,
Ethiopia Duromina Agaro Gera,SkyTop Coffee,93,"Manlius, New York","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium-Light,60/78,$15.00/12 ounces,August 2020,9,9,8,9,8,,
Peru San Ignacio Calazobo Lot 2 FTO,SkyTop Coffee,93,"Manlius, New York","Cajamarca, Peru",Medium-Light,54/72,$15.00/12 ounces,August 2020,9,8,9,9,8,,
Kenya Nyeri AB Nyeshun,Kakalove Cafe,96,"Chia-Yi, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,58/78,NT $400/8 ounces,August 2020,9,9,9,10,9,,
Ethiopia Guji Bishala,Kakalove Cafe,94,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/76,NT $290/8 ounces,August 2020,9,9,9,9,8,,
Wush Wush Ginbo Keffa Ethiopia,Equiano Coffee,95,"Eugene, Oregon","Sidama growing region, southern Ethiopia",Medium-Light,60/74,$24.00/16 ounces,August 2020,9,9,9,9,9,,
Ka’u Classic Medium Roast,Rusty's Hawaiian,93,"Pahala, Hawai'i","Ka'u growing district, ""Big Island"" of Hawai’i",Medium,53/68,$19.00/7 ounces,August 2020,9,9,8,9,8,,
Costa Rica Coffea Diversa Washed Geisha,Paradise Roasters,93,"Minneapolis, Minnesota","Biollet, Costa Rica",Medium-Light,54/72,$19.98/4 ounces,August 2020,9,9,8,9,8,,
Guatemala Bella Carmona,Conscious Cup Coffee Roasters,94,"Crystal Lake, Illinois","Antigua, Guatemala",Medium-Light,58/74,$19.00/12 ounces,August 2020,9,9,9,9,8,,
Ethiopia Yirgacheffe Kochere Debo,Jackrabbit Java,94,"Thermopolis, Wyoming","Yirgacheffe growing region, southern Ethiopia",Medium-Light,54/70,$14.00/12 ounces,August 2020,9,9,9,9,8,,
Ethiopia Guji Natural Water-Processed Decaf,Jackrabbit Java,90,"Thermopolis, Wyoming","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,52/70,$14.00/12 ounces,August 2020,8,7,9,8,8,,
Kilauea Volcano Champagne Natural,Paradise Roasters,95,"Minneapolis, Minnesota","Volcano, Puna District, Big Island of Hawai’i",Light,64/80,$29.95/4 ounces,August 2020,9,9,9,9,9,,
Nicaragua La Benedicion SL28 Natural,Paradise Roasters,94,"Minneapolis, Minnesota","Nueva Segovia, Nicaragua",Light,62/80,$19.95/6 ounces,August 2020,9,9,9,9,8,,
Colombia Tolima Geisha,Paradise Roasters,94,"Minneapolis, Minnesota","Tolima, Colombia",Light,62/82,$19.98/4 ounces,August 2020,9,9,9,9,8,,
Galapagos La Tortuga,Paradise Roasters,92,"Minneapolis, Minnesota","Isla Santa Cruz and Isla San Cristóbal, Galapagos Islands, Ecuador",Medium-Light,62/78,$19.95/4 ounces,August 2020,8,8,9,9,8,,
South Africa Elephant Coast Estate Coffea Racemosa,Paradise Roasters,92,"Minneapolis, Minnesota","KwaZulu-Natal province, South Africa",Medium-Light,54/70,$19.95/2 ounces,August 2020,9,8,8,9,8,,
Ethiopia Haro Guta Natural,David's Nose,94,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,62/80,NT $400/8 ounces,August 2020,9,9,9,9,8,,
Snowfield Espresso Blend,RamsHead Coffee Roasters,91,"Bozeman, Montana",El Salvador; Ethiopia; Colombia,Medium,48/62,$15.95/12 ounces,July 2020,8,,8,8,8,9,
Karimiuki Espresso,JBC Coffee Roasters,96,"Madison, Wisconsin","Kirinyaga, Kenya",Medium-Light,58/76,$21.00/12 ounces,July 2020,9,,9,9,9,10,
Karimiuki Kenya,JBC Coffee Roasters,95,"Madison, Wisconsin","Kirinyaga, Kenya",Medium-Light,58/76,$21.00/12 ounces,July 2020,9,9,9,9,9,,
Colombia San Pedro,Corvus Coffee Roasters,94,"Denver, Colorado","Acevedo, Huila Department, Colombia",Medium-Light,56/72,$19.00/12 ounces,July 2020,9,9,9,9,8,,
"DR Congo, Gera Village, SOPACDI",Conscious Cup Coffee Roasters,94,"Crystal Lake, Illinois","South Kivu Province, the Democratic Republic of the Congo",Medium-Light,58/76,$21.00/12 ounces,July 2020,9,9,9,9,8,,
El Floral Colombia,JBC Coffee Roasters,95,"Madison, Wisconsin","Planadas, Tolima Department, Colombia",Medium-Light,59/77,$21.00/12 ounces,July 2020,9,9,9,9,9,,
El Salvador Geisha Natural,Paradise Roasters,94,"Minneapolis, Minnesota","Chalatenango, El Salvador",Medium-Light,58/74,$16.95/6 ounces,July 2020,9,9,9,9,8,,
Ethiopia Natural Guji Lot D Minor,Kakalove Cafe,95,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,58/76,NT $275/8 ounces,July 2020,9,9,9,9,9,,
Taiwan Natural Alishan Zhuo-Wu Farm Geisha,Kakalove Cafe,94,"Chia-Yi, Taiwan","Alishan, Chaiyi, Taiwan",Medium-Light,56/72,"NT $1,000/4 ounces",July 2020,9,9,9,9,8,,
Rwanda Natural Musasa,Durango Coffee Company,93,"Durango, Colorado",Central Rwanda,Medium-Light,56/72,$16.95/12 ounces,July 2020,9,8,9,9,8,,
Nano Challa #6 Ethiopia,JBC Coffee Roasters,93,"Madison, Wisconsin","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium-Light,58/76,$18.25/12 ounces,July 2020,9,9,8,9,8,,
