title,roaster,score,Roaster Location,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,coffee_name,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,is_blend,Est. Price USD,Latitude,Longitude,January_Avg_Temp,January_Precipitation,July_Avg_Temp,July_Precipitation,Est. Price USD_per_ounce,region,whole-bean_Agtron,ground-bean_Agtron,Roast Level_Dark,Roast Level_Light,Roast Level_Medium,Roast Level_Medium-Dark,Roast Level_Medium-Light
Colombia El Paraiso Geisha Anti-Maceration,SOT Coffee Roaster,95,"Osaka, Japan",2024-11-01,9.0,9.0,9,9,9.0,Colombia El Paraiso Geisha Anti-Maceration,0,0,0,0,0,0,29.00/50 grams,0.0592802259054016,1.8211155452461447,-0.38221455433559626,-0.5291159027084525,0.06084494902602117,0.8718882957697648,-0.3172371282151806,,70.0,94.0,0,1,0,0,0
Ethiopia Halo Hartume,Hutu Cafe Roastery,93,"Taipei, Taiwan",2023-11-01,9.0,9.0,8,9,8.0,Ethiopia Halo Hartume,1,0,0,0,0,0,12.00/200 grams,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.42571108737361735,africa_arabia,58.0,74.0,0,0,0,0,1
Ethiopia Nano Genji,Temple Coffee,95,"Sacramento, California",2022-09-01,9.0,9.0,9,9,9.0,Ethiopia Nano Genji,1,0,0,0,0,0,25.50/12 ounces,0.449428674607286,-0.7923304464422278,0.15991614578781832,2.1441536988649275,1.6983095662208143,-0.9352567622732032,-0.11836820309137978,africa_arabia,62.0,80.0,0,1,0,0,0
Kenya Washed Nyeri Hill Farm AA Top,Kakalove Cafe,96,"Chia-Yi, Taiwan",2022-09-01,9.0,9.0,9,10,9.0,Kenya Washed Nyeri Hill Farm AA Top,1,0,0,0,0,0,11.70/8 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.23768955816566026,africa_arabia,60.0,77.0,0,0,0,0,1
Ethiopia Guji Bishala,Kakalove Cafe,94,"Chia-Yi, Taiwan",2020-08-01,9.0,9.0,9,9,8.0,Ethiopia Guji Bishala,1,0,0,0,0,0,8.70/8 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.30458183298002955,africa_arabia,58.0,76.0,0,0,0,0,1
Mexico San Cristobal Decaf,SkyTop Coffee,91,"Manlius, New York",2023-10-01,8.0,8.0,8,9,8.0,Mexico San Cristobal Decaf,0,0,1,0,0,0,18.00/12 ounces,0.893136436185945,-0.3294570721947058,-0.40528394583020966,-0.22918809375143925,-0.018387209870501277,1.0938183906171468,-0.23045796088843112,central_america,58.0,64.0,0,0,0,0,1
Panama Bambito Gesha,Oliver's Custom Coffee,94,"Olympia, Washington",2024-11-01,9.0,9.0,9,9,8.0,Panama Bambito Gesha,0,0,1,0,0,0,55.00/8 ounces,1.2989204958890175,-0.8065786881427199,-0.4975615118086632,-0.5291159027084525,-1.6030303878009464,-0.9352567622732032,0.7421918728988853,central_america,62.0,84.0,0,1,0,0,0
Guatemala Las Victorias Euphora Special Lot,Euphora Coffee,93,"Taipei, Taiwan",2021-03-01,9.0,8.0,9,9,8.0,Guatemala Las Victorias Euphora Special Lot,0,0,1,0,0,0,10.00/8 ounces,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.2756554438711131,central_america,60.0,80.0,0,0,0,0,1
El Triunfo Mexico,JBC Coffee Roasters,93,"Madison, Wisconsin",2021-11-01,9.0,9.0,8,9,8.0,El Triunfo Mexico,0,0,1,0,0,0,16.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.26119224931665486,central_america,56.0,78.0,0,0,0,0,1
Orange Bourbon Natural,Rusty's Hawaiian,95,"Pahala, Hawaii",2024-09-01,9.0,9.0,9,9,9.0,Orange Bourbon Natural,0,0,0,1,0,0,35.00/8 ounces,-1.4955022965792355,-1.1379161318635107,1.3479898077604078,2.43104116830207,-0.6258337614105045,1.7596086751592925,0.29021704307206536,hawaii,64.0,88.0,0,1,0,0,0
Guatemala Bella Carmona,Conscious Cup Coffee Roasters,94,"Crystal Lake, Illinois",2020-08-01,9.0,9.0,9,9,8.0,Guatemala Bella Carmona,0,0,1,0,0,0,19.00/12 ounces,0.8167712404079487,-0.45493864721550525,-0.7743942097440237,-0.0727040195129975,-0.4673694436174605,0.3646195075471771,-0.21599476633397288,central_america,58.0,74.0,0,0,0,0,1
Putra Gayo Sumatra,JBC Coffee Roasters,94,"Madison, Wisconsin",2024-03-01,9.0,9.0,9,9,8.0,Putra Gayo Sumatra,0,0,0,0,1,0,23.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.15452618947752542,asia_pacific,59.0,77.0,0,0,0,0,1
Kenya Washed Kirinyaga Getuya AA Top,Kakalove Cafe,96,"Chia-Yi, Taiwan",2024-06-01,9.0,9.0,9,10,9.0,Kenya Washed Kirinyaga Getuya AA Top,1,0,0,0,0,0,10.80/8 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.2575764506780403,africa_arabia,62.0,80.0,0,1,0,0,0
Ethiopia Chelba Natural,Bargain Cafe,94,"Taitung, Taiwan",2024-07-01,9.0,9.0,9,9,8.0,Ethiopia Chelba Natural,1,0,0,0,0,0,10.50/200 grams,-1.1389138890868935,1.6751783453598768,1.336455112013101,0.018578357126093535,0.9852201361521141,0.9670011935614998,-0.4347505839701537,africa_arabia,51.0,80.0,0,0,0,0,1
Kenya Nyeri Gathaithi,Jaunt Coffee Roasters,93,"San Diego, California",2022-07-01,9.0,9.0,8,9,8.0,Kenya Nyeri Gathaithi,1,0,0,0,0,0,23.00/12 ounces,-0.1390744067973635,-0.7482862406139593,0.5751651926908593,2.6005655820603826,-1.3389231914792055,-0.9352567622732032,-0.15452618947752542,africa_arabia,62.0,78.0,0,0,0,0,1
Gigesa Ethiopia,JBC Coffee Roasters,94,"Madison, Wisconsin",2021-08-01,9.0,9.0,9,9,8.0,Gigesa Ethiopia,1,0,0,0,0,0,18.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.23045796088843112,africa_arabia,62.0,80.0,0,1,0,0,0
Buna Boka #1,JBC Coffee Roasters,94,"Madison, Wisconsin",2020-10-01,9.0,9.0,9,9,8.0,Buna Boka #1,1,0,0,0,0,0,18.75/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.21961056497258744,africa_arabia,60.0,78.0,0,0,0,0,1
Ethiopia Natural Guji D Minor Special Lot,Kakalove Cafe,97,"Chia-Yi, Taiwan",2020-10-01,10.0,9.0,9,10,9.0,Ethiopia Natural Guji D Minor Special Lot,1,0,0,0,0,0,12.00/8 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.23045796088843112,africa_arabia,60.0,76.0,0,0,0,0,1
Guatemala El Injerto Malawi Geisha Washed,GK Coffee,95,"Yilan, Taiwan",2024-10-01,9.0,9.0,9,9,9.0,Guatemala El Injerto Malawi Geisha Washed,0,0,1,0,0,0,28.50/100 grams,-0.9385268290886759,1.6813076928693744,1.1057611970669672,3.382985953252591,1.038041575416462,-0.5231008718423509,-0.3190450275344878,central_america,69.0,88.0,0,1,0,0,0
Pantan Musara Sumatra,JBC Coffee Roasters,94,"Madison, Wisconsin",2022-08-01,9.0,9.0,9,9,8.0,Pantan Musara Sumatra,0,0,0,0,1,0,21.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.18526047790574915,asia_pacific,58.0,76.0,0,0,0,0,1
Colombia El Roble Natural Carbonic Java,Corvus Coffee,95,"Denver, Colorado",2023-10-01,9.0,9.0,9,9,9.0,Colombia El Roble Natural Carbonic Java,0,0,0,0,0,0,31.00/8 ounces,0.5656687542527391,-0.6244462169992683,-1.558753520560879,-0.5291159027084525,-1.6030303878009464,-0.9352567622732032,0.19982207710670138,,63.0,81.0,0,1,0,0,0
Papua New Guinea Korgua Estate A,Jackrabbit Java,92,"Thermopolis, Wyoming",2023-11-01,9.0,8.0,8,9,8.0,Papua New Guinea Korgua Estate A,0,0,0,0,1,0,14.00/12 ounces,0.9577770163190784,-0.6572641776549867,-1.108900386415918,-0.22918809375143925,-0.6786552006748534,-0.8084395652175563,-0.2901186384255714,asia_pacific,58.0,76.0,0,0,0,0,1
Ethiopia Yirgacheffe Gedeb Chelbesa Natural,Buon Caffe,95,"Taipei, Taiwan",2023-09-01,9.0,9.0,9,9,9.0,Ethiopia Yirgacheffe Gedeb Chelbesa Natural,1,0,0,0,0,0,14.40/8 ounces,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.17622098130921274,africa_arabia,59.0,76.0,0,0,0,0,1
Ethiopia Sidamo Assefa 74158 SLD Natural,Buon Caffe,93,"Taipei, Taiwan",2022-12-01,9.0,9.0,8,9,8.0,Ethiopia Sidamo Assefa 74158 SLD Natural,1,0,0,0,0,0,11.07/8 ounces,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.2521527527201185,africa_arabia,64.0,82.0,0,1,0,0,0
Ethiopia Natural Guji Uraga G1 Lot 20-05,Kakalove Cafe,94,"Chia-Yi, Taiwan",2021-01-01,9.0,9.0,9,9,8.0,Ethiopia Natural Guji Uraga G1 Lot 20-05,1,0,0,0,0,0,11.25/8 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.24672905476219667,africa_arabia,58.0,78.0,0,0,0,0,1
Murundo People’s Farm Rwanda,JBC Coffee Roasters,93,"Madison, Wisconsin",2025-02-01,9.0,8.0,9,9,8.0,Murundo People’s Farm Rwanda,1,0,0,0,0,0,20.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.1997236724602074,africa_arabia,57.0,79.0,0,0,0,0,1
Kenya Gichathaini,Roadmap CoffeeWorks,95,"Lexington, Virginia",2021-10-01,9.0,9.0,9,9,9.0,Kenya Gichathaini,1,0,0,0,0,0,24.95/12 ounces,0.3694339364746158,-0.3647031562475028,-0.11691655214754235,-0.3204704703905302,0.16648782755471808,-0.840143864481468,-0.1255998003686089,africa_arabia,60.0,78.0,0,0,0,0,1
Wilton Benitez Geisha,JBC Coffee Roasters,96,"Madison, Wisconsin",2024-01-01,9.0,9.0,9,10,9.0,Wilton Benitez Geisha,0,0,0,0,0,0,27.00/8 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,0.10942711114133741,,62.0,80.0,0,1,0,0,0
Yusra Sumatra,JBC Coffee Roasters,93,"Madison, Wisconsin",2024-06-01,9.0,8.0,9,9,8.0,Yusra Sumatra,0,0,0,0,1,0,23.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.15452618947752542,asia_pacific,59.0,81.0,0,0,0,0,1
Sochiapam Mexico,JBC Coffee Roasters,93,"Madison, Wisconsin",2025-02-01,9.0,8.0,9,9,8.0,Sochiapam Mexico,0,0,1,0,0,0,21.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.18526047790574915,central_america,59.0,77.0,0,0,0,0,1
Ethiopia Sidama G1 Bona Zuria Ayele Tulu Honey,GK Coffee,93,"Yilan, Taiwan",2024-09-01,9.0,8.0,9,9,8.0,Ethiopia Sidama G1 Bona Zuria Ayele Tulu Honey,1,0,0,0,0,0,19.50/200 grams,-0.9385268290886759,1.6813076928693744,1.1057611970669672,3.382985953252591,1.038041575416462,-0.5231008718423509,-0.3768978057523208,africa_arabia,63.0,77.0,0,0,0,0,1
Ecuador Clara Luz Washed,Buon Caffe,91,"Taipei, Taiwan",2023-11-01,9.0,8.0,8,9,7.0,Ecuador Clara Luz Washed,0,0,0,0,0,0,20.94/100 grams,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.36785830915578444,,58.0,76.0,0,0,0,0,1
Nyeri Hill Kenya,JBC Coffee Roasters,94,"Madison, Wisconsin",2022-12-01,9.0,9.0,9,9,8.0,Nyeri Hill Kenya,1,0,0,0,0,0,22.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.1707972833512909,africa_arabia,58.0,80.0,0,0,0,0,1
Ethiopia Sidamo Arbegona OLOROSO Station 74158 TOP GRADE 1 Yellow Honey,Dou Zhai Coffee & Roastery,93,"Taichung, Taiwan",2025-01-01,9.0,8.0,9,9,8.0,Ethiopia Sidamo Arbegona OLOROSO Station 74158 TOP GRADE 1 Yellow Honey,1,0,0,0,0,0,13.20/8 ounces,-0.9976207988699384,1.6700655409800775,1.0596224140777404,0.12290107328505467,0.9588094165199407,2.140060266326233,-0.20333947109882194,africa_arabia,64.0,88.0,0,1,0,0,0
Ethiopia Yirgacheffe Elatenecha Natural G1,Buon Caffe,91,"Taipei, Taiwan",2023-11-01,9.0,8.0,8,9,7.0,Ethiopia Yirgacheffe Elatenecha Natural G1,1,0,0,0,0,0,11.37/8 ounces,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.2449211554428894,africa_arabia,64.0,82.0,0,1,0,0,0
El Salvador Ojo de Agua Carlos Poa,Bear Lake Coffee,93,"Barronett, Wisconsin",2024-08-01,9.0,8.0,9,9,8.0,El Salvador Ojo de Agua Carlos Poa,0,0,1,0,0,0,20.00/12 ounces,1.1616529323170635,-0.49209492886537354,-1.224247343888985,-0.5030352236687122,-0.4937801632496341,-0.8084395652175563,-0.1997236724602074,central_america,63.0,85.0,0,1,0,0,0
Colombia Santa Monica Pink Bourbon Honey Co-Ferment Strawberry,Oceana Coffee,93,"Tequesta, Florida",2024-11-01,9.0,9.0,8,9,8.0,Colombia Santa Monica Pink Bourbon Honey Co-Ferment Strawberry,0,0,0,0,0,0,38.00/12 ounces,-0.7168227126501874,-0.37127644102472207,1.5786837227065418,-0.4508738655892317,0.9588094165199407,-0.6499180688979977,0.07146122543588454,,62.0,80.0,0,1,0,0,0
Bella Carmona Guatemala,JBC Coffee Roasters,92,"Madison, Wisconsin",2021-09-01,9.0,8.0,8,9,8.0,Bella Carmona Guatemala,0,0,1,0,0,0,17.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.2449211554428894,central_america,62.0,80.0,0,1,0,0,0
Peru Tambopata,Temple Coffee Roasters,93,"Sacramento, California",2021-02-01,9.0,8.0,9,9,8.0,Peru Tambopata,0,0,0,0,0,0,19.00/12 ounces,0.449428674607286,-0.7923304464422278,0.15991614578781832,2.1441536988649275,1.6983095662208143,-0.9352567622732032,-0.21599476633397288,,52.0,68.0,0,0,1,0,0
Kenya Washed Kabingara AA,Kakalove Cafe,94,"Chia-Yi, Taiwan",2022-03-01,9.0,9.0,9,9,8.0,Kenya Washed Kabingara AA,1,0,0,0,0,0,10.80/8 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.2575764506780403,africa_arabia,57.0,77.0,0,0,0,0,1
Wonderblend,Temple Coffee,93,"Sacramento, California",2023-04-01,9.0,9.0,8,9,8.0,Wonderblend,1,0,1,0,0,1,25.00/12 ounces,0.449428674607286,-0.7923304464422278,0.15991614578781832,2.1441536988649275,1.6983095662208143,-0.9352567622732032,-0.1255998003686089,central_america,59.0,77.0,0,0,0,0,1
Proyecto Aurora,El Gran Cafe,92,"Antigua, Guatemala",2021-12-01,9.0,8.0,8,9,8.0,Proyecto Aurora,0,0,1,0,0,0,10.00/12 ounces,-1.961763242571951,-0.479523159286412,1.0826918055723538,-0.5291159027084525,-1.1540481540539862,-0.30117077699496886,-0.35158721528201886,central_america,56.0,68.0,0,0,0,0,1
Colombia La Riviera Sudan Rume,RamsHead Coffee Roasters,94,"Bozeman, Montana",2021-11-01,9.0,9.0,9,9,8.0,Colombia La Riviera Sudan Rume,0,0,0,0,0,0,11.99/4 ounces,1.1618550118186055,-0.6860634906928479,-1.8817250014854663,-0.5291159027084525,-1.2596910325826831,-0.9352567622732032,0.0407269370076608,,58.0,76.0,0,0,0,0,1
Costa Rica Naranjo Cattleya,Lexington Coffee Roasters,93,"Lexington, Virginia",2020-11-01,9.0,8.0,9,9,8.0,Costa Rica Naranjo Cattleya,0,0,1,0,0,0,19.95/12 ounces,0.3694339364746158,-0.3647031562475028,-0.11691655214754235,-0.3204704703905302,0.16648782755471808,-0.840143864481468,-0.20153157177951467,central_america,60.0,76.0,0,0,0,0,1
Wilton Benitez Java,JBC Coffee Roasters,96,"Madison, Wisconsin",2023-10-01,9.0,9.0,9,10,9.0,Wilton Benitez Java,0,0,0,0,0,0,25.00/8 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,0.06242172883934818,,60.0,74.0,0,0,0,0,1
Nano Genji Agaro Gera,Temple Coffee Roasters,94,"Sacramento, California",2020-06-01,9.0,9.0,9,9,8.0,Nano Genji Agaro Gera,1,0,0,0,0,0,21.00/12 ounces,0.449428674607286,-0.7923304464422278,0.15991614578781832,2.1441536988649275,1.6983095662208143,-0.9352567622732032,-0.18526047790574915,africa_arabia,52.0,68.0,0,0,1,0,0
Burundi Women of Turihamwe,Equator Coffees,92,"San Rafael, California",2023-08-01,8.0,8.0,9,9,8.0,Burundi Women of Turihamwe,1,0,0,0,0,0,20.00/12 ounces,0.3885793947729697,-0.8028838096326854,0.13684675429320503,0.10986073376518457,-0.30890512582441565,-0.9352567622732032,-0.1997236724602074,africa_arabia,57.0,73.0,0,0,0,0,1
Ethiopia Yirgacheffe Kochere Debo Premium Lot Washed Process,Buon Caffe,94,"Taipei, Taiwan",2022-11-01,9.0,9.0,9,9,8.0,Ethiopia Yirgacheffe Kochere Debo Premium Lot Washed Process,1,0,0,0,0,0,13.77/8 ounces,-0.909866055323559,1.6793790487169182,1.117295892814274,-0.46391420510910186,1.2757380521060295,2.07665166779841,-0.19068417586367098,africa_arabia,62.0,80.0,0,1,0,0,0
Sidama Extreme Papilio Washed,Pro Aroma Enterprise Coffee,94,"Taichung City, Taiwan",2020-10-01,9.0,9.0,9,9,8.0,Sidama Extreme Papilio Washed,1,0,0,0,0,0,25.00/12 ounces,-0.9980762643575087,1.6700354283510692,1.0596224140777404,0.12290107328505467,0.9588094165199407,2.140060266326233,-0.1255998003686089,africa_arabia,59.0,74.0,0,0,0,0,1
Kenya Nyeri Hill,Roadmap CoffeeWorks,94,"Lexington, Virginia",2024-05-01,9.0,9.0,9,9,8.0,Kenya Nyeri Hill,1,0,0,0,0,0,22.00/12 ounces,0.3694339364746158,-0.3647031562475028,-0.11691655214754235,-0.3204704703905302,0.16648782755471808,-0.840143864481468,-0.1707972833512909,africa_arabia,62.0,80.0,0,1,0,0,0
Guatemala Bella Carmona,Utopian Coffee,94,"Fort Wayne, Indiana",2024-07-01,9.0,9.0,9,9,8.0,Guatemala Bella Carmona,0,0,1,0,0,0,20.00/12 ounces,0.7002331977516547,-0.42262493822620206,-0.57830438203981,-0.5291159027084525,0.008023509761673183,0.9035925950336764,-0.1997236724602074,central_america,57.0,79.0,0,0,0,0,1
Laura’s Reserve SL34,Hula Daddy Kona Coffee,97,"Holualoa, Hawai’i",2024-02-01,10.0,9.0,9,10,9.0,Laura’s Reserve SL34,0,0,0,1,0,0,69.95/8 ounces,-1.4526439135404228,-1.1423856056152761,0.9327407608573667,-0.5160755631885824,-1.4445660700079015,1.0938183906171468,1.0784611462900393,hawaii,62.0,80.0,0,1,0,0,0
Putra Gayo Sumatra,JBC Coffee Roasters,94,"Madison, Wisconsin",2024-06-01,9.0,9.0,9,9,8.0,Putra Gayo Sumatra,0,0,0,0,1,0,23.00/12 ounces,0.9004380053140781,-0.46579496410750176,-0.9128105587117041,-0.3595914889501407,-0.2560836865600677,0.20609801122761867,-0.15452618947752542,asia_pacific,60.0,88.0,0,1,0,0,0
Gayo Mandheling Specialty Coffee,Satur Specialty Coffee,93,"Tainan City, Taiwan",2022-02-01,9.0,8.0,9,9,8.0,Gayo Mandheling Specialty Coffee,0,0,0,0,1,0,11.10/225 grams,-1.1151516250119804,1.6653614702987936,1.1288305885615804,-0.4899948841488421,1.2757380521060295,0.269506609755442,-0.43113478533153915,asia_pacific,54.0,72.0,0,0,0,0,1
La Estrella Carbonic Geisha Reserve,Corvus Coffee Roasters,95,"Denver, Colorado",2021-05-01,9.0,9.0,9,9,9.0,La Estrella Carbonic Geisha Reserve,0,0,0,0,0,0,30.00/150-gram tin,0.5656687542527391,-0.6244462169992683,-1.558753520560879,-0.5291159027084525,-1.6030303878009464,-0.9352567622732032,-0.3100055309379514,,59.0,77.0,0,0,0,0,1
Puna Arakawa Estate Lactic Natural,Paradise Roasters,95,"Minneapolis, Minnesota",2021-11-01,9.0,9.0,9,9,9.0,Puna Arakawa Estate Lactic Natural,0,0,0,1,0,0,30.00/4 ounces,1.091385896617402,-0.5052689623552579,-1.2703861268782117,-0.5291159027084525,0.034434229393847646,-0.9352567622732032,0.8542816306959365,hawaii,60.0,78.0,0,0,0,0,1
Sumatra Pantan Musara,Utopian Coffee,94,"Fort Wayne, Indiana",2024-02-01,9.0,9.0,9,9,8.0,Sumatra Pantan Musara,0,0,0,0,1,0,22.00/12 ounces,0.7002331977516547,-0.42262493822620206,-0.57830438203981,-0.5291159027084525,0.008023509761673183,0.9035925950336764,-0.1707972833512909,asia_pacific,60.0,78.0,0,0,0,0,1
Mexico Los Aguacates,SkyTop Coffee,95,"Manlius, New York",2023-10-01,9.0,9.0,9,9,9.0,Mexico Los Aguacates,0,0,1,0,0,0,42.00/12 ounces,0.893136436185945,-0.3294570721947058,-0.40528394583020966,-0.22918809375143925,-0.018387209870501277,1.0938183906171468,0.13112190297302478,central_america,65.0,82.0,0,1,0,0,0
Flor del Sol Signature Blend,PT's Coffee Roasting Co.,93,"Topeka, Kansas",2023-09-01,9.0,9.0,8,9,8.0,Flor del Sol Signature Blend,1,0,0,0,0,1,16.50/12 ounces,0.4963944217469875,-0.5297980388776401,-0.5667696862925033,-0.5291159027084525,0.37777358461211,1.9181301714788512,-0.2521527527201185,africa_arabia,60.0,76.0,0,0,0,0,1
Ethiopia Reko Yirgacheffe,Temple Coffee Roasters,94,"Sacramento, California",2020-09-01,9.0,9.0,9,9,8.0,Ethiopia Reko Yirgacheffe,1,0,0,0,0,0,20.50/12 ounces,0.449428674607286,-0.7923304464422278,0.15991614578781832,2.1441536988649275,1.6983095662208143,-0.9352567622732032,-0.19249207518297826,africa_arabia,60.0,76.0,0,0,0,0,1
Costa Rica SL28 Natural,Coffeeland,93,"Chia-Yi, Taiwan",2023-05-01,9.0,8.0,9,9,8.0,Costa Rica SL28 Natural,0,0,1,0,0,0,22.50/227 grams,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.35881881255924797,central_america,56.0,72.0,0,0,0,0,1
Finca El Potrero,El Gran Cafe,93,"Antigua, Guatemala",2022-11-01,9.0,9.0,8,9,8.0,Finca El Potrero,0,0,1,0,0,0,10.00/12 ounces,-1.961763242571951,-0.479523159286412,1.0826918055723538,-0.5291159027084525,-1.1540481540539862,-0.30117077699496886,-0.35158721528201886,central_america,60.0,76.0,0,0,0,0,1
Costa Rica Black Honey,Kakalove Cafe,94,"Chia-Yi, Taiwan",2021-08-01,9.0,9.0,9,9,8.0,Costa Rica Black Honey,0,0,1,0,0,0,8.25/8 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,-0.31542922889587327,central_america,58.0,76.0,0,0,0,0,1
Proyecto Aurora,El Gran Cafe,93,"Antigua, Guatemala",2022-11-01,9.0,9.0,8,9,8.0,Proyecto Aurora,0,0,1,0,0,0,10.00/12 ounces,-1.961763242571951,-0.479523159286412,1.0826918055723538,-0.5291159027084525,-1.1540481540539862,-0.30117077699496886,-0.35158721528201886,central_america,58.0,76.0,0,0,0,0,1
Colombia El Vergel #1,Speedwell Coffee,94,"Plymouth, Massachusetts",2024-09-01,9.0,9.0,9,9,8.0,Colombia El Vergel #1,0,0,0,0,0,0,15.00/12 ounces,0.7868154897700276,-0.2764244731271559,0.18298553728243164,0.696676012159341,-0.7578873595713749,-0.6816223681619094,-0.2756554438711131,,64.0,86.0,0,1,0,0,0
Ethiopia Sidama Karamo Anaerobic Natural,RamsHead Coffee Roasters,94,"Bozeman, Montana",2023-02-01,9.0,9.0,9,9,8.0,Ethiopia Sidama Karamo Anaerobic Natural,1,0,0,0,0,0,35.00/12 ounces,1.1618550118186055,-0.6860634906928479,-1.8817250014854663,-0.5291159027084525,-1.2596910325826831,-0.9352567622732032,0.02626374245320255,africa_arabia,62.0,79.0,0,0,0,0,1
5a Sur,El Gran Cafe,91,"Antigua, Guatemala",2022-11-01,9.0,8.0,9,8,7.0,5a Sur,0,0,1,0,0,0,5.00/12 ounces,-1.961763242571951,-0.479523159286412,1.0826918055723538,-0.5291159027084525,-1.1540481540539862,-0.30117077699496886,-0.42571108737361735,central_america,50.0,66.0,0,0,1,0,0
Taiwan Washed Alishan Ching-Ye Farm SL34,Kakalove Cafe,94,"Chia-Yi, Taiwan",2022-04-01,9.0,9.0,9,9,8.0,Taiwan Washed Alishan Ching-Ye Farm SL34,0,0,0,0,1,0,12.00/4 ounces,-1.0660749201410167,1.66808979089915,1.0250183268358204,-0.3204704703905302,1.249327332473855,-0.396283674786704,0.0407269370076608,asia_pacific,56.0,74.0,0,0,0,0,1
