title,roaster,score,Roaster Location,Review Date,Aroma,Acidity/Structure,Body,Flavor,Aftertaste,coffee_name,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,is_blend,Est. Price USD,Latitude,Longitude,January_Avg_Temp,January_Precipitation,July_Avg_Temp,July_Precipitation,Est. Price USD_per_ounce,whole-bean_Agtron,ground-bean_Agtron,Roast Level_Dark,Roast Level_Light,Roast Level_Medium,Roast Level_Medium-Dark,Roast Level_Medium-Light
Cordillera de Fuego Costa Rica,JBC Coffee Roasters,94,"Madison, Wisconsin",2023-12-01,9.0,9.0,9,9,8.0,Cordillera de Fuego Costa Rica,0,0,1,0,0,0,18.00/8 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,2.25,59.0,77.0,False,False,False,False,True
Mellowcup Blend Espresso,Kakalove Cafe,93,"Chia-Yi, Taiwan",2023-12-01,9.0,,8,9,8.0,Mellowcup Blend Espresso,1,0,1,0,0,1,8.70/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.09,56.0,74.0,False,False,False,False,True
El Salvador Los Cipreses,Speedwell Coffee,92,"Plymouth, Massachusetts",2023-12-01,8.0,9.0,8,9,8.0,El Salvador Los Cipreses,0,0,1,0,0,0,16.00/12 ounces,41.9426657,-70.7618592,10.7,9.4,21.1,0.8,1.33,58.0,74.0,False,False,False,False,True
Nyeri Hill Kenya,JBC Coffee Roasters,94,"Madison, Wisconsin",2023-12-01,9.0,9.0,9,9,8.0,Nyeri Hill Kenya,1,0,0,0,0,0,22.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.83,56.0,74.0,False,False,False,False,True
Nyeri Hill Kenya,JBC Coffee Roasters,94,"Madison, Wisconsin",2023-12-01,9.0,9.0,9,9,8.0,Nyeri Hill Kenya,1,0,0,0,0,0,22.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.83,56.0,74.0,False,False,False,False,True
Nyeri Hill Kenya,JBC Coffee Roasters,94,"Madison, Wisconsin",2023-12-01,9.0,9.0,9,9,8.0,Nyeri Hill Kenya,1,0,0,0,0,0,22.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.83,56.0,74.0,False,False,False,False,True
Nyeri Hill Kenya,JBC Coffee Roasters,94,"Madison, Wisconsin",2023-12-01,9.0,9.0,9,9,8.0,Nyeri Hill Kenya,1,0,0,0,0,0,22.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.83,56.0,74.0,False,False,False,False,True
Santuario Peru,JBC Coffee Roasters,93,"Madison, Wisconsin",2023-12-01,9.0,8.0,9,9,8.0,Santuario Peru,0,0,0,0,0,0,18.00/12 ounces,43.074761,-89.3837613,1.2,1.3,23.0,3.6,1.5,54.0,72.0,False,False,False,False,True
Ethiopia Koke Honey,Utopian Coffee,93,"Fort Wayne, Indiana",2023-12-01,9.0,9.0,8,9,8.0,Ethiopia Koke Honey,1,0,0,0,0,0,23.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,1.92,64.0,82.0,False,True,False,False,False
Colombia Inza,Utopian Coffee,92,"Fort Wayne, Indiana",2023-12-01,9.0,8.0,8,9,8.0,Colombia Inza,0,0,0,0,0,0,19.00/12 ounces,41.0799898,-85.1386015,4.1,0.0,24.0,5.8,1.58,64.0,82.0,False,True,False,False,False
Costa Rica Finca Tono Natural,Intuition Coffee,93,"Peoria, Illinois",2023-12-01,9.0,8.0,9,9,8.0,Costa Rica Finca Tono Natural,0,0,1,0,0,0,22.00/12 ounces,40.6938609,-89.5891008,5.0,2.3,24.6,6.8,1.83,57.0,76.0,False,False,False,False,True
Seven Sages Blend,Intuition Coffee,91,"Peoria, Illinois",2023-12-01,8.0,8.0,8,9,8.0,Seven Sages Blend,0,0,1,0,0,1,17.00/12 ounces,40.6938609,-89.5891008,5.0,2.3,24.6,6.8,1.42,55.0,72.0,False,False,False,False,True
Costa Rica Flor Lichi Meet Patch,Bargain Cafe,93,"Taitung, Taiwan",2023-12-01,9.0,9.0,8,9,8.0,Costa Rica Flor Lichi Meet Patch,0,0,1,0,0,0,14.97/200 grams,22.7553667,121.1506,20.7,4.2,27.7,6.0,0.53,62.0,80.0,False,True,False,False,False
Love in Winter,Bargain Cafe,91,"Taitung, Taiwan",2023-12-01,8.0,7.0,9,9,8.0,Love in Winter,1,0,1,0,0,0,13.50/200 grams,22.7553667,121.1506,20.7,4.2,27.7,6.0,0.48,59.0,75.0,False,False,False,False,True
Kona Mokka Champagne Natural,Paradise Roasters,95,"Hilo, Hawaii",2023-12-01,9.0,9.0,9,9,9.0,Kona Mokka Champagne Natural,0,0,0,1,0,0,100.00/4 ounces,19.6854458,-155.10037544637729,22.1,0.5,23.0,0.4,25.0,64.0,86.0,False,True,False,False,False
Costa Rica Central Valley,Satur Specialty Coffee,93,"Tainan City, Taiwan",2023-11-01,9.0,8.0,9,9,8.0,Costa Rica Central Valley,0,0,1,0,0,0,14.10/225 grams,22.99212565,120.1852495625108,18.9,0.3,28.8,3.8,0.5,69.0,96.0,False,True,False,False,False
Guatemala Antigua,Satur Specialty Coffee,92,"Tainan City, Taiwan",2023-11-01,8.0,8.0,9,9,8.0,Guatemala Antigua,0,0,1,0,0,0,11.10/225 grams,22.99212565,120.1852495625108,18.9,0.3,28.8,3.8,0.39,72.0,99.0,False,True,False,False,False
Ethiopia Banko Gotiti,Hutu Cafe Roastery,94,"Taipei, Taiwan",2023-11-01,9.0,9.0,9,9,8.0,Ethiopia Banko Gotiti,1,0,0,0,0,0,12.00/200 grams,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.42,64.0,82.0,False,True,False,False,False
Ethiopia Banko Gotiti,Hutu Cafe Roastery,94,"Taipei, Taiwan",2023-11-01,9.0,9.0,9,9,8.0,Ethiopia Banko Gotiti,1,0,0,0,0,0,12.00/200 grams,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.42,64.0,82.0,False,True,False,False,False
Blossom Spring Blend,Hutu Cafe Roastery,93,"Taipei, Taiwan",2023-11-01,9.0,9.0,8,9,8.0,Blossom Spring Blend,1,0,0,0,0,1,13.50/200 grams,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.48,58.0,75.0,False,False,False,False,True
Colombia Huila El Triunfo Pink Bourbon Anaerobic Washed,Buon Caffe,94,"Taipei, Taiwan",2023-11-01,9.0,9.0,8,9,9.0,Colombia Huila El Triunfo Pink Bourbon Anaerobic Washed,0,0,0,0,0,0,16.17/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,2.02,52.0,78.0,False,False,False,False,True
Ethiopia Sidamo Assefa 74112 SLD Black Honey,Buon Caffe,91,"Taipei, Taiwan",2023-11-01,8.0,8.0,9,9,7.0,Ethiopia Sidamo Assefa 74112 SLD Black Honey,1,0,0,0,0,0,13.47/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.68,55.0,85.0,False,False,False,False,True
Ethiopia Sidamo Bensa Hamasho Slow Dry Natural,Buon Caffe,90,"Taipei, Taiwan",2023-11-01,8.0,8.0,8,8,8.0,Ethiopia Sidamo Bensa Hamasho Slow Dry Natural,1,0,0,0,0,0,13.77/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.72,56.0,88.0,False,True,False,False,False
Burundi Murambi Hill,Jackrabbit Java,93,"Thermopolis, Wyoming",2023-11-01,9.0,9.0,8,9,8.0,Burundi Murambi Hill,1,0,0,0,0,0,16.00/12 ounces,43.646067,-108.212043,-0.5,2.3,21.4,0.4,1.33,60.0,78.0,False,False,False,False,True
El Salvador Finca Montevideo,Jackrabbit Java,92,"Thermopolis, Wyoming",2023-11-01,9.0,8.0,9,9,7.0,El Salvador Finca Montevideo,0,0,1,0,0,0,16.00/12 ounces,43.646067,-108.212043,-0.5,2.3,21.4,0.4,1.33,58.0,74.0,False,False,False,False,True
Papua New Guinea Korgua Estate A,Jackrabbit Java,92,"Thermopolis, Wyoming",2023-11-01,9.0,8.0,8,9,8.0,Papua New Guinea Korgua Estate A,0,0,0,0,1,0,14.00/12 ounces,43.646067,-108.212043,-0.5,2.3,21.4,0.4,1.17,58.0,76.0,False,False,False,False,True
Colombia Monteblanco Coconut Lemonade,SOT Coffee Roaster,93,"Osaka, Japan",2023-11-01,9.0,9.0,8,9,8.0,Colombia Monteblanco Coconut Lemonade,0,0,0,0,0,0,15.00/100 grams,34.6937569,135.5014539,5.8,0.0,24.2,5.7,0.53,72.0,94.0,False,True,False,False,False
Colombia Huila Chiroso Anaerobic Natural,SOT Coffee Roaster,93,"Osaka, Japan",2023-11-01,9.0,8.0,9,9,8.0,Colombia Huila Chiroso Anaerobic Natural,0,0,0,0,0,0,19.00/100 grams,34.6937569,135.5014539,5.8,0.0,24.2,5.7,0.67,74.0,94.0,False,True,False,False,False
Chang-E The Moon Goddess Espresso,Simon Hsieh Aroma Roast Coffees,94,"Taoyuan, Taiwan",2023-11-01,9.0,,9,9,8.0,Chang-E The Moon Goddess Espresso,1,0,1,0,0,1,19.50/8 ounces,24.9929995,121.3010003,18.4,0.5,27.9,2.7,2.44,46.0,70.0,False,False,True,False,False
GW03 Princesa Carmen Geisha,GK Coffee,98,"Yilan, Taiwan",2023-11-01,10.0,10.0,9,10,9.0,GW03 Princesa Carmen Geisha,0,0,1,0,0,0,75.00/20 grams,24.7519538,121.7533344,18.7,30.0,27.9,1.3,2.65,58.0,74.0,False,False,False,False,True
Rwanda Silverback Plus Espresso,Simon Hsieh Aroma Roast Coffees,95,"Taoyuan, Taiwan",2023-11-01,9.0,,9,9,9.0,Rwanda Silverback Plus Espresso,1,0,0,0,0,0,24.00/8 ounces,24.9929995,121.3010003,18.4,0.5,27.9,2.7,3.0,48.0,689.0,False,True,False,False,False
Colombia El Paraiso Geisha Luna Washed,SOT Coffee Roaster,95,"Osaka, Japan",2023-11-01,9.0,9.0,9,9,9.0,Colombia El Paraiso Geisha Luna Washed,0,0,0,0,0,0,27.00/100 grams,34.6937569,135.5014539,5.8,0.0,24.2,5.7,0.95,70.0,85.0,False,True,False,False,False
Costa Rica Volcán Azul Gesha Anaerobic Natural,PT's Coffee Roasting Co.,95,"Topeka, Kansas",2023-11-01,9.0,9.0,9,9,9.0,Costa Rica Volcán Azul Gesha Anaerobic Natural,0,0,1,0,0,0,26.00/8 ounces,39.049011,-95.677556,4.2,0.0,25.4,9.0,3.25,66.0,82.0,False,True,False,False,False
Ethiopia Sidamo Shantawene Abore Natural,Magnolia Coffee,93,"Charlotte, North Carolina",2023-11-01,9.0,9.0,8,9,8.0,Ethiopia Sidamo Shantawene Abore Natural,1,0,0,0,0,0,22.00/12 ounces,35.2272086,-80.8430827,12.2,0.2,26.4,0.0,1.83,64.0,84.0,False,True,False,False,False
Kona Pointu®,Hula Daddy Kona Coffee,97,"Holualoa, Hawai’i",2023-11-01,9.0,9.0,10,10,9.0,Kona Pointu®,0,0,0,1,0,0,69.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,8.74,52.0,72.0,False,False,False,False,True
Colombia Calderon Honey,Revel Coffee,96,"Billings, Montana",2023-11-01,9.0,9.0,9,10,9.0,Colombia Calderon Honey,0,0,0,0,0,0,32.25/12 ounces,45.7874957,-108.49607,-0.7,0.0,22.9,0.0,2.69,60.0,78.0,False,False,False,False,True
Karen J Kona Red Bourbon,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i",2023-11-01,9.0,9.0,9,9,9.0,Karen J Kona Red Bourbon,0,0,0,1,0,0,54.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,6.87,58.0,78.0,False,False,False,False,True
Karen J Kona Red Bourbon,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i",2023-11-01,9.0,9.0,9,9,9.0,Karen J Kona Red Bourbon,0,0,0,1,0,0,54.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,6.87,58.0,78.0,False,False,False,False,True
Karen J Kona Red Bourbon,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i",2023-11-01,9.0,9.0,9,9,9.0,Karen J Kona Red Bourbon,0,0,0,1,0,0,54.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,6.87,58.0,78.0,False,False,False,False,True
Peru Gilmer Cordova #13,Roadmap CoffeeWorks,95,"Lexington, Virginia",2023-11-01,9.0,9.0,9,9,9.0,Peru Gilmer Cordova #13,0,0,0,0,0,0,29.00/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,2.42,64.0,88.0,False,True,False,False,False
Ethiopia Kayon Mountain,RoadMap CoffeeWorks,95,"Lexington, Virginia",2023-11-01,9.0,9.0,9,9,9.0,Ethiopia Kayon Mountain,1,0,0,0,0,0,24.00/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,2.0,64.0,84.0,False,True,False,False,False
Ethiopia Kayon Mountain,RoadMap CoffeeWorks,95,"Lexington, Virginia",2023-11-01,9.0,9.0,9,9,9.0,Ethiopia Kayon Mountain,1,0,0,0,0,0,24.00/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,2.0,64.0,84.0,False,True,False,False,False
Ethiopia Kayon Mountain,RoadMap CoffeeWorks,95,"Lexington, Virginia",2023-11-01,9.0,9.0,9,9,9.0,Ethiopia Kayon Mountain,1,0,0,0,0,0,24.00/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,2.0,64.0,84.0,False,True,False,False,False
Ethiopia Kayon Mountain,RoadMap CoffeeWorks,95,"Lexington, Virginia",2023-11-01,9.0,9.0,9,9,9.0,Ethiopia Kayon Mountain,1,0,0,0,0,0,24.00/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,2.0,64.0,84.0,False,True,False,False,False
Ethiopia Kayon Mountain,RoadMap CoffeeWorks,95,"Lexington, Virginia",2023-11-01,9.0,9.0,9,9,9.0,Ethiopia Kayon Mountain,1,0,0,0,0,0,24.00/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,2.0,64.0,84.0,False,True,False,False,False
Kenya Gichathaini,Roadmap CoffeeWorks,95,"Lexington, Virginia",2023-11-01,9.0,9.0,9,9,9.0,Kenya Gichathaini,1,0,0,0,0,0,26.00/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,2.17,62.0,80.0,False,True,False,False,False
Kenya Gichathaini,Roadmap CoffeeWorks,95,"Lexington, Virginia",2023-11-01,9.0,9.0,9,9,9.0,Kenya Gichathaini,1,0,0,0,0,0,26.00/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,2.17,62.0,80.0,False,True,False,False,False
Kenya Gichathaini,Roadmap CoffeeWorks,95,"Lexington, Virginia",2023-11-01,9.0,9.0,9,9,9.0,Kenya Gichathaini,1,0,0,0,0,0,26.00/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,2.17,62.0,80.0,False,True,False,False,False
Mexico El Triunfo,Roadmap CoffeeWorks,92,"Lexington, Virginia",2023-11-01,9.0,8.0,8,9,8.0,Mexico El Triunfo,0,0,1,0,0,0,18.25/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,1.52,56.0,84.0,False,False,False,False,True
Colombia Hermosa Co-Fermented Honey,RamsHead Coffee Roasters,93,"Livingston, Montana",2023-11-01,9.0,8.0,9,9,8.0,Colombia Hermosa Co-Fermented Honey,0,0,0,0,0,0,34.95/12 ounces,45.6623873,-110.5615899,-7.1,0.0,19.4,0.9,2.91,68.0,88.0,False,True,False,False,False
Colombia Las Flores Mint-Macerated,Equator Coffees,93,"San Rafael, California",2023-11-01,9.0,8.0,9,9,8.0,Colombia Las Flores Mint-Macerated,0,0,0,0,0,0,28.00/12 ounces,37.9747795,-122.5316686,10.3,4.9,22.8,0.0,2.33,70.0,89.0,False,True,False,False,False
Guatemala Jocote,Euphora Coffee,92,"Taipei, Taiwan",2023-11-01,9.0,8.0,9,8,8.0,Guatemala Jocote,0,0,1,0,0,0,11.00/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.38,63.0,85.0,False,True,False,False,False
Costa Rica Tarrazu Double-Anaerobic Washed,David's Nose,92,"Taipei, Taiwan",2023-11-01,9.0,8.0,8,9,8.0,Costa Rica Tarrazu Double-Anaerobic Washed,0,0,1,0,0,0,22.50/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,2.81,54.0,83.0,False,False,False,False,True
Colombia Finca Monteblanco Purple Caturra Passionfruit Washed,GK Coffee,92,"Yilan, Taiwan",2023-11-01,9.0,8.0,8,9,8.0,Colombia Finca Monteblanco Purple Caturra Passionfruit Washed,0,0,0,0,0,0,19.50/200 grams,24.7519538,121.7533344,18.7,30.0,27.9,1.3,0.69,56.0,71.0,False,False,False,False,True
Colombia Las Flores Red Bourbon Natural,RamsHead Coffee Roasters,94,"Livingston, Montana",2023-11-01,9.0,9.0,9,9,8.0,Colombia Las Flores Red Bourbon Natural,0,0,0,0,0,0,29.95/12 ounces,45.6623873,-110.5615899,-7.1,0.0,19.4,0.9,2.5,60.0,78.0,False,False,False,False,True
Ethiopia Werka Nensebo Natural,RamsHead Coffee Roasters,93,"Livingston, Montana",2023-11-01,9.0,8.0,9,9,8.0,Ethiopia Werka Nensebo Natural,1,0,0,0,0,0,19.00/12 ounces,45.6623873,-110.5615899,-7.1,0.0,19.4,0.9,1.58,58.0,74.0,False,False,False,False,True
Ethiopia Oromia Djimma Limu Gummay Natural,Cozy House Coffee,93,"Taipei City, Taiwan",2023-11-01,9.0,9.0,8,9,8.0,Ethiopia Oromia Djimma Limu Gummay Natural,1,0,0,0,0,0,16.50/227 grams,25.0384808,121.56200895127166,18.8,0.5,28.8,9.5,0.58,66.0,86.0,False,True,False,False,False
Kenya AA Kiri,Conscious Cup Coffee Roasters,95,"Crystal Lake, Illinois",2023-11-01,9.0,9.0,9,9,9.0,Kenya AA Kiri,1,0,0,0,0,0,26.00/12 ounces,42.2411344,-88.3161965,2.4,3.5,22.2,4.1,2.17,64.0,80.0,False,True,False,False,False
El Salvador Finca San Antonio Gesha Natural,Conscious Cup Coffee Roasters,94,"Crystal Lake, Illinois",2023-11-01,9.0,9.0,9,9,8.0,El Salvador Finca San Antonio Gesha Natural,0,0,1,0,0,0,28.00/12 ounces,42.2411344,-88.3161965,2.4,3.5,22.2,4.1,2.33,64.0,84.0,False,True,False,False,False
El Salvador Finca Los Positos,Conscious Cup Coffee Roasters,92,"Crystal Lake, Illinois",2023-11-01,9.0,8.0,8,9,8.0,El Salvador Finca Los Positos,0,0,1,0,0,0,28.00/12 ounces,42.2411344,-88.3161965,2.4,3.5,22.2,4.1,2.33,62.0,80.0,False,True,False,False,False
India Ratnagiri Estate,Conscious Cup Coffee Roasters,90,"Crystal Lake, Illinois",2023-11-01,8.0,8.0,8,8,8.0,India Ratnagiri Estate,0,0,0,0,1,0,25.40/12 ounces,42.2411344,-88.3161965,2.4,3.5,22.2,4.1,2.12,58.0,78.0,False,False,False,False,True
Wild Rose,Heat Coffee,93,"Taipei, Taiwan",2023-11-01,9.0,8.0,9,9,8.0,Wild Rose,1,0,0,0,0,0,7.50/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.94,64.0,86.0,False,True,False,False,False
Kenya Machakos AA Top Washed,Buon Caffe,96,"Taipei, Taiwan",2023-11-01,9.0,9.0,9,10,9.0,Kenya Machakos AA Top Washed,1,0,0,0,0,0,12.27/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.53,62.0,82.0,False,True,False,False,False
Pomeranian Espresso Blend,Buon Caffe,90,"Taipei, Taiwan",2023-11-01,8.0,,8,8,7.0,Pomeranian Espresso Blend,1,0,1,0,0,1,6.15/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.77,55.0,73.0,False,False,False,False,True
Indonesia Sumatra Raja Harimau Lintong Mandheling Espresso,Kakalove Cafe,95,"Chia-Yi, Taiwan",2023-11-01,9.0,,9,9,9.0,Indonesia Sumatra Raja Harimau Lintong Mandheling Espresso,0,0,0,0,1,0,7.80/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,0.97,58.0,77.0,False,False,False,False,True
Ethiopia Washed Guji Bishala 23/02,Kakalove Cafe,95,"Chia-Yi, Taiwan",2023-11-01,9.0,9.0,9,9,9.0,Ethiopia Washed Guji Bishala 23/02,1,0,0,0,0,0,10.50/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.31,60.0,80.0,False,False,False,False,True
Guatemala Washed Huehuetenango Joya Verde Espresso,Kakalove Cafe,94,"Chia-Yi, Taiwan",2023-11-01,9.0,,9,9,8.0,Guatemala Washed Huehuetenango Joya Verde Espresso,0,0,1,0,0,0,6.60/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,0.82,58.0,79.0,False,False,False,False,True
Ethiopia Red Honey Guji Uraga Tabe Haro Wachu,Kakalove Cafe,94,"Chia-Yi, Taiwan",2023-11-01,9.0,9.0,9,9,8.0,Ethiopia Red Honey Guji Uraga Tabe Haro Wachu,1,0,0,0,0,0,10.20/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.27,58.0,78.0,False,False,False,False,True
Ethiopia Natural Sidama Bare Tamiru,Kakalove Cafe,94,"Chia-Yi, Taiwan",2023-11-01,9.0,9.0,9,9,8.0,Ethiopia Natural Sidama Bare Tamiru,1,0,0,0,0,0,11.70/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.46,64.0,78.0,False,True,False,False,False
Ethiopia Yirgacheffe Elatenecha Natural G1,Buon Caffe,91,"Taipei, Taiwan",2023-11-01,9.0,8.0,8,9,7.0,Ethiopia Yirgacheffe Elatenecha Natural G1,1,0,0,0,0,0,11.37/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.42,64.0,82.0,False,True,False,False,False
Ethiopia Washed Sidamo Morea,Kakalove Cafe,93,"Chia-Yi, Taiwan",2023-11-01,9.0,9.0,8,9,8.0,Ethiopia Washed Sidamo Morea,1,0,0,0,0,0,9.00/8 ounces,23.4811089,120.4535412,18.0,1.6,28.7,1.7,1.12,60.0,78.0,False,False,False,False,True
Ethiopia Sidamo Wild Rose Anaerobic Washed,Bargain Cafe,93,"Taitung, Taiwan",2023-11-01,9.0,9.0,8,9,8.0,Ethiopia Sidamo Wild Rose Anaerobic Washed,1,0,0,0,0,0,10.80/200 grams,22.7553667,121.1506,20.7,4.2,27.7,6.0,0.38,65.0,80.0,False,True,False,False,False
Ethiopia Gediyo Yirgacheffe Chelbesa Premium Red Honey G1,Buon Caffe,93,"Taipei, Taiwan",2023-11-01,9.0,8.0,9,9,8.0,Ethiopia Gediyo Yirgacheffe Chelbesa Premium Red Honey G1,1,0,0,0,0,0,12.57/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.57,65.0,82.0,False,True,False,False,False
Ethiopia Sidamo Bensa Hamasho Washed G1,Buon Caffe,92,"Taipei, Taiwan",2023-11-01,8.0,9.0,8,9,8.0,Ethiopia Sidamo Bensa Hamasho Washed G1,1,0,0,0,0,0,11.97/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.5,66.0,82.0,False,True,False,False,False
Ecuador Clara Luz Washed,Buon Caffe,91,"Taipei, Taiwan",2023-11-01,9.0,8.0,8,9,7.0,Ecuador Clara Luz Washed,0,0,0,0,0,0,20.94/100 grams,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.74,58.0,76.0,False,False,False,False,True
Kenya Rumukia FCS Maganjo,Hutu Cafe Roastery,93,"Taipei, Taiwan",2023-11-01,9.0,8.0,9,9,8.0,Kenya Rumukia FCS Maganjo,1,0,0,0,0,0,10.50/200 grams,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.37,58.0,75.0,False,False,False,False,True
Ethiopia Halo Hartume,Hutu Cafe Roastery,93,"Taipei, Taiwan",2023-11-01,9.0,9.0,8,9,8.0,Ethiopia Halo Hartume,1,0,0,0,0,0,12.00/200 grams,25.0375198,121.5636796,18.8,0.5,28.8,9.5,0.42,58.0,74.0,False,False,False,False,True
Kenya AA TOP Gicherori,GK Coffee,97,"Yilan, Taiwan",2023-10-01,9.0,10.0,9,10,9.0,Kenya AA TOP Gicherori,1,0,0,0,0,0,16.50/200 grams,24.7519538,121.7533344,18.7,30.0,27.9,1.3,0.58,60.0,78.0,False,False,False,False,True
Panama Carmen Geisha Washed Light Roast,GK Coffee,95,"Yilan, Taiwan",2023-10-01,9.0,9.0,9,9,9.0,Panama Carmen Geisha Washed Light Roast,0,0,1,0,0,0,375.00/100 grams,24.7519538,121.7533344,18.7,30.0,27.9,1.3,13.23,62.0,82.0,False,True,False,False,False
Colombia Luna Azul,Roadmap CoffeeWorks,94,"Lexington, Virginia",2023-10-01,9.0,9.0,9,9,8.0,Colombia Luna Azul,0,0,0,0,0,0,28.00/12 ounces,37.7840208,-79.4428157,8.1,1.6,24.6,0.3,2.33,60.0,76.0,False,False,False,False,True
Mexico Los Aguacates,SkyTop Coffee,95,"Manlius, New York",2023-10-01,9.0,9.0,9,9,9.0,Mexico Los Aguacates,0,0,1,0,0,0,42.00/12 ounces,43.0020107,-75.9768632,5.6,2.3,23.9,6.4,3.5,65.0,82.0,False,True,False,False,False
Ethiopia Arbegona Natural 74158,David's Nose,95,"Taipei, Taiwan",2023-10-01,9.0,9.0,9,9,9.0,Ethiopia Arbegona Natural 74158,1,0,0,0,0,0,15.00/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,1.88,64.0,80.0,False,True,False,False,False
Guatemala Nueva Granda Washed Laurina,David's Nose,94,"Taipei, Taiwan",2023-10-01,9.0,9.0,9,9,8.0,Guatemala Nueva Granda Washed Laurina,0,0,1,0,0,0,30.00/8 ounces,25.0375198,121.5636796,18.8,0.5,28.8,9.5,3.75,64.0,80.0,False,True,False,False,False
Guatemala Atitlan,SkyTop Coffee,93,"Manlius, New York",2023-10-01,9.0,9.0,8,9,8.0,Guatemala Atitlan,0,0,1,0,0,0,20.00/12 ounces,43.0020107,-75.9768632,5.6,2.3,23.9,6.4,1.67,66.0,82.0,False,True,False,False,False
Peru Paltachayoc,SkyTop Coffee,93,"Manlius, New York",2023-10-01,9.0,8.0,9,9,8.0,Peru Paltachayoc,0,0,0,0,0,0,18.00/12 ounces,43.0020107,-75.9768632,5.6,2.3,23.9,6.4,1.5,58.0,77.0,False,False,False,False,True
Mexico San Cristobal Decaf,SkyTop Coffee,91,"Manlius, New York",2023-10-01,8.0,8.0,8,9,8.0,Mexico San Cristobal Decaf,0,0,1,0,0,0,18.00/12 ounces,43.0020107,-75.9768632,5.6,2.3,23.9,6.4,1.5,58.0,64.0,False,False,False,False,True
Kona Mocca®,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i",2023-10-01,9.0,9.0,9,9,9.0,Kona Mocca®,0,0,0,1,0,0,112.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,14.12,58.0,74.0,False,False,False,False,True
Kona Mocca®,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i",2023-10-01,9.0,9.0,9,9,9.0,Kona Mocca®,0,0,0,1,0,0,112.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,14.12,58.0,74.0,False,False,False,False,True
Kona Mocca®,Hula Daddy Kona Coffee,95,"Holualoa, Hawai’i",2023-10-01,9.0,9.0,9,9,9.0,Kona Mocca®,0,0,0,1,0,0,112.95/8 ounces,19.62946965,-155.91685535656885,17.2,0.1,18.5,6.4,14.12,58.0,74.0,False,False,False,False,True
